No.,Material,Density Measurement Method,Atmosphere,Printed Geom.,Laser Power (W),Scan Speed (mm/s),Hatch space (mm),Layer thickness (mm),Spot size (mm),Geometric Factor,D50 μm,RD (%),Printer Model,DOI,Density (g/cm^3),Specific Heat Capacity (J/kgK),Thermal Conductivity (W/mK),Melting Point (K)
793,Ti6Al4V,Image analysis,Argon,Prismatic,100.0,600.0,0.1,0.03,0.085,12.99915452653486,42.0,99.1,SLM-250HL,https://doi.org/10.1016/j.matdes.2016.05.070,4.43,526.3,6.7,1905.15
794,Ti6Al4V,Image analysis,Argon,Prismatic,130.0,600.0,0.1,0.03,0.085,12.99915452653486,42.0,99.875,SLM-250HL,https://doi.org/10.1016/j.matdes.2016.05.070,4.43,526.3,6.7,1905.15
795,Ti6Al4V,Image analysis,Argon,Prismatic,160.0,600.0,0.1,0.03,0.085,12.99915452653486,42.0,99.875,SLM-250HL,https://doi.org/10.1016/j.matdes.2016.05.070,4.43,526.3,6.7,1905.15
796,Ti6Al4V,Image analysis,Argon,Prismatic,190.0,600.0,0.1,0.03,0.085,12.99915452653486,42.0,99.86,SLM-250HL,https://doi.org/10.1016/j.matdes.2016.05.070,4.43,526.3,6.7,1905.15
797,CuCrZr,Image analysis,Argon,Prismatic,160.0,650.0,0.05,0.03,0.07,15.99597593427837,28.85,94.653070402405,EP-M150,https://doi.org/10.3390/met12050701,8.94,383.0,323.0,1354.13
798,CuCrZr,Image analysis,Argon,Prismatic,160.0,750.0,0.06,0.03,0.07,15.99597593427837,28.85,95.4311346442916,EP-M150,https://doi.org/10.3390/met12050701,8.94,383.0,323.0,1354.13
799,CuCrZr,Image analysis,Argon,Prismatic,160.0,850.0,0.07,0.03,0.07,15.99597593427837,28.85,98.0888377565855,EP-M150,https://doi.org/10.3390/met12050701,8.94,383.0,323.0,1354.13
800,CuCrZr,Image analysis,Argon,Prismatic,160.0,950.0,0.08,0.03,0.07,15.99597593427837,28.85,98.2233834799536,EP-M150,https://doi.org/10.3390/met12050701,8.94,383.0,323.0,1354.13
801,CuCrZr,Image analysis,Argon,Prismatic,200.0,650.0,0.06,0.03,0.07,15.99597593427837,28.85,96.8394137650624,EP-M150,https://doi.org/10.3390/met12050701,8.94,383.0,323.0,1354.13
802,CuCrZr,Image analysis,Argon,Prismatic,200.0,750.0,0.05,0.03,0.07,15.99597593427837,28.85,98.8859996057268,EP-M150,https://doi.org/10.3390/met12050701,8.94,383.0,323.0,1354.13
803,CuCrZr,Image analysis,Argon,Prismatic,200.0,850.0,0.08,0.03,0.07,15.99597593427837,28.85,98.4372119957615,EP-M150,https://doi.org/10.3390/met12050701,8.94,383.0,323.0,1354.13
804,CuCrZr,Image analysis,Argon,Prismatic,200.0,950.0,0.07,0.03,0.07,15.99597593427837,28.85,97.0023194352036,EP-M150,https://doi.org/10.3390/met12050701,8.94,383.0,323.0,1354.13
805,CuCrZr,Image analysis,Argon,Prismatic,240.0,650.0,0.07,0.03,0.07,15.99597593427837,28.85,98.308161454868,EP-M150,https://doi.org/10.3390/met12050701,8.94,383.0,323.0,1354.13
806,CuCrZr,Image analysis,Argon,Prismatic,240.0,750.0,0.08,0.03,0.07,15.99597593427837,28.85,98.5445651906064,EP-M150,https://doi.org/10.3390/met12050701,8.94,383.0,323.0,1354.13
807,CuCrZr,Image analysis,Argon,Prismatic,240.0,850.0,0.06,0.03,0.07,15.99597593427837,28.85,98.2300368399004,EP-M150,https://doi.org/10.3390/met12050701,8.94,383.0,323.0,1354.13
808,CuCrZr,Image analysis,Argon,Prismatic,240.0,950.0,0.05,0.03,0.07,15.99597593427837,28.85,98.5173634213055,EP-M150,https://doi.org/10.3390/met12050701,8.94,383.0,323.0,1354.13
809,CuCrZr,Image analysis,Argon,Prismatic,280.0,650.0,0.08,0.03,0.07,15.99597593427837,28.85,96.8972856755624,EP-M150,https://doi.org/10.3390/met12050701,8.94,383.0,323.0,1354.13
810,CuCrZr,Image analysis,Argon,Prismatic,280.0,750.0,0.07,0.03,0.07,15.99597593427837,28.85,98.7864641088194,EP-M150,https://doi.org/10.3390/met12050701,8.94,383.0,323.0,1354.13
811,CuCrZr,Image analysis,Argon,Prismatic,280.0,850.0,0.06,0.03,0.07,15.99597593427837,28.85,98.9719388383726,EP-M150,https://doi.org/10.3390/met12050701,8.94,383.0,323.0,1354.13
812,CuCrZr,Image analysis,Argon,Prismatic,280.0,950.0,0.05,0.03,0.07,15.99597593427837,28.85,97.7592623395185,EP-M150,https://doi.org/10.3390/met12050701,8.94,383.0,323.0,1354.13
813,CuCrZr,Archimedes method,Argon,Prismatic,465.0,300.0,0.06,0.03,0.055,15.89754542203105,30.3,98.43,TruPrint 1000,https://doi.org/10.1016/j.jallcom.2022.166627,8.94,383.0,323.0,1354.13
814,CuCrZr,Archimedes method,Argon,Prismatic,465.0,350.0,0.07,0.03,0.055,15.89754542203105,30.3,97.79,TruPrint 1000,https://doi.org/10.1016/j.jallcom.2022.166627,8.94,383.0,323.0,1354.13
815,CuCrZr,Archimedes method,Argon,Prismatic,465.0,400.0,0.08,0.03,0.055,15.89754542203105,30.3,98.03,TruPrint 1000,https://doi.org/10.1016/j.jallcom.2022.166627,8.94,383.0,323.0,1354.13
816,CuCrZr,Archimedes method,Argon,Prismatic,465.0,450.0,0.09,0.03,0.055,15.89754542203105,30.3,98.09,TruPrint 1000,https://doi.org/10.1016/j.jallcom.2022.166627,8.94,383.0,323.0,1354.13
817,CuCrZr,Archimedes method,Argon,Prismatic,475.0,300.0,0.07,0.03,0.055,15.89754542203105,30.3,97.68,TruPrint 1000,https://doi.org/10.1016/j.jallcom.2022.166627,8.94,383.0,323.0,1354.13
818,CuCrZr,Archimedes method,Argon,Prismatic,475.0,350.0,0.08,0.03,0.055,15.89754542203105,30.3,97.58,TruPrint 1000,https://doi.org/10.1016/j.jallcom.2022.166627,8.94,383.0,323.0,1354.13
819,CuCrZr,Archimedes method,Argon,Prismatic,475.0,400.0,0.09,0.03,0.055,15.89754542203105,30.3,98.09,TruPrint 1000,https://doi.org/10.1016/j.jallcom.2022.166627,8.94,383.0,323.0,1354.13
820,CuCrZr,Archimedes method,Argon,Prismatic,475.0,450.0,0.06,0.03,0.055,15.89754542203105,30.3,98.69,TruPrint 1000,https://doi.org/10.1016/j.jallcom.2022.166627,8.94,383.0,323.0,1354.13
821,CuCrZr,Archimedes method,Argon,Prismatic,485.0,300.0,0.08,0.03,0.055,15.89754542203105,30.3,98.22,TruPrint 1000,https://doi.org/10.1016/j.jallcom.2022.166627,8.94,383.0,323.0,1354.13
822,CuCrZr,Archimedes method,Argon,Prismatic,485.0,350.0,0.09,0.03,0.055,15.89754542203105,30.3,97.88,TruPrint 1000,https://doi.org/10.1016/j.jallcom.2022.166627,8.94,383.0,323.0,1354.13
823,CuCrZr,Archimedes method,Argon,Prismatic,485.0,400.0,0.06,0.03,0.055,15.89754542203105,30.3,97.72,TruPrint 1000,https://doi.org/10.1016/j.jallcom.2022.166627,8.94,383.0,323.0,1354.13
824,CuCrZr,Archimedes method,Argon,Prismatic,485.0,450.0,0.07,0.03,0.055,15.89754542203105,30.3,97.42,TruPrint 1000,https://doi.org/10.1016/j.jallcom.2022.166627,8.94,383.0,323.0,1354.13
825,CuCrZr,Archimedes method,Argon,Prismatic,495.0,300.0,0.09,0.03,0.055,15.89754542203105,30.3,97.53,TruPrint 1000,https://doi.org/10.1016/j.jallcom.2022.166627,8.94,383.0,323.0,1354.13
826,CuCrZr,Archimedes method,Argon,Prismatic,495.0,350.0,0.06,0.03,0.055,15.89754542203105,30.3,98.27,TruPrint 1000,https://doi.org/10.1016/j.jallcom.2022.166627,8.94,383.0,323.0,1354.13
827,CuCrZr,Archimedes method,Argon,Prismatic,495.0,400.0,0.07,0.03,0.055,15.89754542203105,30.3,96.55,TruPrint 1000,https://doi.org/10.1016/j.jallcom.2022.166627,8.94,383.0,323.0,1354.13
828,CuCrZr,Archimedes method,Argon,Prismatic,495.0,450.0,0.08,0.03,0.055,15.89754542203105,30.3,96.54,TruPrint 1000,https://doi.org/10.1016/j.jallcom.2022.166627,8.94,383.0,323.0,1354.13
829,CuCrZr,Archimedes method,Argon,Prismatic,400.0,300.0,0.08,0.03,0.3,2.999999893896705,25.0,99.15,TruPint 3000,https://doi.org/10.1016/j.msea.2022.144054,8.94,383.0,323.0,1354.13
830,CuCrZr,Archimedes method,Argon,Prismatic,400.0,500.0,0.1,0.03,0.3,2.999999893896705,25.0,98.62,TruPint 3000,https://doi.org/10.1016/j.msea.2022.144054,8.94,383.0,323.0,1354.13
831,CuCrZr,Archimedes method,Argon,Prismatic,400.0,700.0,0.12,0.03,0.3,2.999999893896705,25.0,98.83,TruPint 3000,https://doi.org/10.1016/j.msea.2022.144054,8.94,383.0,323.0,1354.13
832,CuCrZr,Archimedes method,Argon,Prismatic,410.0,480.0,0.072,0.03,0.09,19.99999911111111,27.0,99.08,XDM250,https://doi.org/10.3390/su142114639,8.94,383.0,323.0,1354.13
833,CuCrZr,Archimedes method,Argon,Prismatic,440.0,480.0,0.072,0.03,0.09,19.99999911111111,27.0,99.15,XDM250,https://doi.org/10.3390/su142114639,8.94,383.0,323.0,1354.13
834,CuCrZr,Archimedes method,Argon,Prismatic,410.0,720.0,0.072,0.03,0.09,19.99999911111111,27.0,99.14,XDM250,https://doi.org/10.3390/su142114639,8.94,383.0,323.0,1354.13
835,CuCrZr,Archimedes method,Argon,Prismatic,440.0,720.0,0.072,0.03,0.09,19.99999911111111,27.0,99.17,XDM250,https://doi.org/10.3390/su142114639,8.94,383.0,323.0,1354.13
836,CuCrZr,Archimedes method,Argon,Prismatic,410.0,480.0,0.11,0.03,0.09,19.99999911111111,27.0,99.12,XDM250,https://doi.org/10.3390/su142114639,8.94,383.0,323.0,1354.13
837,CuCrZr,Archimedes method,Argon,Prismatic,440.0,480.0,0.11,0.03,0.09,19.99999911111111,27.0,99.14,XDM250,https://doi.org/10.3390/su142114639,8.94,383.0,323.0,1354.13
838,CuCrZr,Archimedes method,Argon,Prismatic,410.0,720.0,0.11,0.03,0.09,19.99999911111111,27.0,99.14,XDM250,https://doi.org/10.3390/su142114639,8.94,383.0,323.0,1354.13
839,CuCrZr,Archimedes method,Argon,Prismatic,440.0,720.0,0.11,0.03,0.09,19.99999911111111,27.0,99.18,XDM250,https://doi.org/10.3390/su142114639,8.94,383.0,323.0,1354.13
840,CuCrZr,Archimedes method,Argon,Prismatic,400.0,600.0,0.09,0.03,0.09,19.99999911111111,27.0,99.21,XDM250,https://doi.org/10.3390/su142114639,8.94,383.0,323.0,1354.13
841,CuCrZr,Archimedes method,Argon,Prismatic,450.0,600.0,0.09,0.03,0.09,19.99999911111111,27.0,99.25,XDM250,https://doi.org/10.3390/su142114639,8.94,383.0,323.0,1354.13
842,CuCrZr,Archimedes method,Argon,Prismatic,425.0,400.0,0.09,0.03,0.09,19.99999911111111,27.0,99.09,XDM250,https://doi.org/10.3390/su142114639,8.94,383.0,323.0,1354.13
843,CuCrZr,Archimedes method,Argon,Prismatic,425.0,800.0,0.09,0.03,0.09,19.99999911111111,27.0,99.21,XDM250,https://doi.org/10.3390/su142114639,8.94,383.0,323.0,1354.13
844,CuCrZr,Archimedes method,Argon,Prismatic,425.0,600.0,0.06,0.03,0.09,19.99999911111111,27.0,99.17,XDM250,https://doi.org/10.3390/su142114639,8.94,383.0,323.0,1354.13
845,CuCrZr,Archimedes method,Argon,Prismatic,425.0,600.0,0.12,0.03,0.09,19.99999911111111,27.0,99.16,XDM250,https://doi.org/10.3390/su142114639,8.94,383.0,323.0,1354.13
846,CuCrZr,Archimedes method,Argon,Prismatic,425.0,600.0,0.09,0.03,0.09,19.99999911111111,27.0,99.23,XDM250,https://doi.org/10.3390/su142114639,8.94,383.0,323.0,1354.13
847,CuCrZr,Archimedes method,Argon,Prismatic,425.0,600.0,0.09,0.03,0.09,19.99999911111111,27.0,99.18,XDM250,https://doi.org/10.3390/su142114639,8.94,383.0,323.0,1354.13
848,CuCrZr,Archimedes method,Argon,Prismatic,425.0,600.0,0.09,0.03,0.09,19.99999911111111,27.0,99.13,XDM250,https://doi.org/10.3390/su142114639,8.94,383.0,323.0,1354.13
849,CuCrZr,Archimedes method,Argon,Prismatic,425.0,600.0,0.09,0.03,0.09,19.99999911111111,27.0,99.15,XDM250,https://doi.org/10.3390/su142114639,8.94,383.0,323.0,1354.13
850,CuCrZr,Archimedes method,Argon,Prismatic,425.0,600.0,0.09,0.03,0.09,19.99999911111111,27.0,99.14,XDM250,https://doi.org/10.3390/su142114639,8.94,383.0,323.0,1354.13
851,CuCrZr,Archimedes method,Argon,Prismatic,425.0,600.0,0.09,0.03,0.09,19.99999911111111,27.0,99.18,XDM250,https://doi.org/10.3390/su142114639,8.94,383.0,323.0,1354.13
852,CuCrZr,Archimedes method,Argon,Prismatic,290.0,442.0,0.14,0.03,0.08,19.99949587692308,27.0,94.81,EOS M290,https://doi.org/10.1016/j.jallcom.2020.154350,8.94,383.0,323.0,1354.13
853,CuCrZr,Archimedes method,Argon,Prismatic,290.0,442.0,0.2,0.03,0.08,19.99949587692308,27.0,92.86,EOS M290,https://doi.org/10.1016/j.jallcom.2020.154350,8.94,383.0,323.0,1354.13
854,CuCrZr,Archimedes method,Argon,Prismatic,290.0,858.0,0.14,0.03,0.08,19.99949587692308,27.0,94.95,EOS M290,https://doi.org/10.1016/j.jallcom.2020.154350,8.94,383.0,323.0,1354.13
855,CuCrZr,Archimedes method,Argon,Prismatic,290.0,858.0,0.2,0.03,0.08,19.99949587692308,27.0,91.29,EOS M290,https://doi.org/10.1016/j.jallcom.2020.154350,8.94,383.0,323.0,1354.13
856,CuCrZr,Archimedes method,Argon,Prismatic,350.0,441.0,0.14,0.03,0.08,19.99949587692308,27.0,98.95,EOS M290,https://doi.org/10.1016/j.jallcom.2020.154350,8.94,383.0,323.0,1354.13
857,CuCrZr,Archimedes method,Argon,Prismatic,350.0,441.0,0.2,0.03,0.08,19.99949587692308,27.0,97.99,EOS M290,https://doi.org/10.1016/j.jallcom.2020.154350,8.94,383.0,323.0,1354.13
858,CuCrZr,Archimedes method,Argon,Prismatic,350.0,858.0,0.14,0.03,0.08,19.99949587692308,27.0,98.44,EOS M290,https://doi.org/10.1016/j.jallcom.2020.154350,8.94,383.0,323.0,1354.13
859,CuCrZr,Archimedes method,Argon,Prismatic,350.0,858.0,0.2,0.03,0.08,19.99949587692308,27.0,96.27,EOS M290,https://doi.org/10.1016/j.jallcom.2020.154350,8.94,383.0,323.0,1354.13
860,CuCrZr,Archimedes method,Argon,Prismatic,320.0,650.0,0.12,0.03,0.08,19.99949587692308,27.0,98.04,EOS M290,https://doi.org/10.1016/j.jallcom.2020.154350,8.94,383.0,323.0,1354.13
861,CuCrZr,Archimedes method,Argon,Prismatic,320.0,650.0,0.22,0.03,0.08,19.99949587692308,27.0,95.47,EOS M290,https://doi.org/10.1016/j.jallcom.2020.154350,8.94,383.0,323.0,1354.13
862,CuCrZr,Archimedes method,Argon,Prismatic,320.0,300.0,0.17,0.03,0.08,19.99949587692308,27.0,95.47,EOS M290,https://doi.org/10.1016/j.jallcom.2020.154350,8.94,383.0,323.0,1354.13
863,CuCrZr,Archimedes method,Argon,Prismatic,320.0,1000.0,0.17,0.03,0.08,19.99949587692308,27.0,93.83,EOS M290,https://doi.org/10.1016/j.jallcom.2020.154350,8.94,383.0,323.0,1354.13
864,CuCrZr,Archimedes method,Argon,Prismatic,270.0,650.0,0.17,0.03,0.08,19.99949587692308,27.0,92.36,EOS M290,https://doi.org/10.1016/j.jallcom.2020.154350,8.94,383.0,323.0,1354.13
865,CuCrZr,Archimedes method,Argon,Prismatic,370.0,650.0,0.17,0.03,0.08,19.99949587692308,27.0,99.14,EOS M290,https://doi.org/10.1016/j.jallcom.2020.154350,8.94,383.0,323.0,1354.13
866,CuCrZr,Archimedes method,Argon,Prismatic,320.0,650.0,0.17,0.03,0.08,19.99949587692308,27.0,97.0,EOS M290,https://doi.org/10.1016/j.jallcom.2020.154350,8.94,383.0,323.0,1354.13
867,CuCrZr,Archimedes method,Argon,Prismatic,320.0,650.0,0.17,0.03,0.08,19.99949587692308,27.0,96.6,EOS M290,https://doi.org/10.1016/j.jallcom.2020.154350,8.94,383.0,323.0,1354.13
868,CuCrZr,Archimedes method,Argon,Prismatic,320.0,650.0,0.17,0.03,0.08,19.99949587692308,27.0,96.39,EOS M290,https://doi.org/10.1016/j.jallcom.2020.154350,8.94,383.0,323.0,1354.13
869,CuCrZr,Archimedes method,Argon,Prismatic,320.0,650.0,0.17,0.03,0.08,19.99949587692308,27.0,96.72,EOS M290,https://doi.org/10.1016/j.jallcom.2020.154350,8.94,383.0,323.0,1354.13
870,CuCrZr,Archimedes method,Argon,Prismatic,320.0,650.0,0.17,0.03,0.08,19.99949587692308,27.0,96.45,EOS M290,https://doi.org/10.1016/j.jallcom.2020.154350,8.94,383.0,323.0,1354.13
871,CuCrZr,Archimedes method,Argon,Prismatic,320.0,650.0,0.17,0.03,0.08,19.99949587692308,27.0,96.1,EOS M290,https://doi.org/10.1016/j.jallcom.2020.154350,8.94,383.0,323.0,1354.13
872,CuCrZr,Archimedes method,Argon,NI,350.0,250.0,0.08,0.03,0.1,15.999998976,30.268,95.8739147741445,EOS M250,https://doi.org/10.1088/2053-1591/ab4e2f,8.94,383.0,323.0,1354.13
873,CuCrZr,Archimedes method,Argon,NI,350.0,300.0,0.09,0.03,0.1,15.999998976,30.268,95.6429228785088,EOS M250,https://doi.org/10.1088/2053-1591/ab4e2f,8.94,383.0,323.0,1354.13
874,CuCrZr,Archimedes method,Argon,NI,350.0,350.0,0.1,0.03,0.1,15.999998976,30.268,95.5343180286279,EOS M250,https://doi.org/10.1088/2053-1591/ab4e2f,8.94,383.0,323.0,1354.13
875,CuCrZr,Archimedes method,Argon,NI,350.0,400.0,0.11,0.03,0.1,15.999998976,30.268,95.6389932967831,EOS M250,https://doi.org/10.1088/2053-1591/ab4e2f,8.94,383.0,323.0,1354.13
876,CuCrZr,Archimedes method,Argon,NI,375.0,250.0,0.09,0.03,0.1,15.999998976,30.268,96.5408737003561,EOS M250,https://doi.org/10.1088/2053-1591/ab4e2f,8.94,383.0,323.0,1354.13
877,CuCrZr,Archimedes method,Argon,NI,375.0,300.0,0.08,0.03,0.1,15.999998976,30.268,96.421772982268,EOS M250,https://doi.org/10.1088/2053-1591/ab4e2f,8.94,383.0,323.0,1354.13
878,CuCrZr,Archimedes method,Argon,NI,375.0,350.0,0.11,0.03,0.1,15.999998976,30.268,96.0928790926508,EOS M250,https://doi.org/10.1088/2053-1591/ab4e2f,8.94,383.0,323.0,1354.13
879,CuCrZr,Archimedes method,Argon,NI,375.0,400.0,0.1,0.03,0.1,15.999998976,30.268,96.4213367159014,EOS M250,https://doi.org/10.1088/2053-1591/ab4e2f,8.94,383.0,323.0,1354.13
880,CuCrZr,Archimedes method,Argon,NI,400.0,250.0,0.1,0.03,0.1,15.999998976,30.268,97.4316022439588,EOS M250,https://doi.org/10.1088/2053-1591/ab4e2f,8.94,383.0,323.0,1354.13
881,CuCrZr,Archimedes method,Argon,NI,400.0,300.0,0.11,0.03,0.1,15.999998976,30.268,96.7635542440437,EOS M250,https://doi.org/10.1088/2053-1591/ab4e2f,8.94,383.0,323.0,1354.13
882,CuCrZr,Archimedes method,Argon,NI,400.0,350.0,0.08,0.03,0.1,15.999998976,30.268,97.0920086828683,EOS M250,https://doi.org/10.1088/2053-1591/ab4e2f,8.94,383.0,323.0,1354.13
883,CuCrZr,Archimedes method,Argon,NI,400.0,400.0,0.09,0.03,0.1,15.999998976,30.268,97.0917857730459,EOS M250,https://doi.org/10.1088/2053-1591/ab4e2f,8.94,383.0,323.0,1354.13
884,CuCrZr,Archimedes method,Argon,NI,425.0,250.0,0.11,0.03,0.1,15.999998976,30.268,97.4202402118704,EOS M250,https://doi.org/10.1088/2053-1591/ab4e2f,8.94,383.0,323.0,1354.13
885,CuCrZr,Archimedes method,Argon,NI,425.0,300.0,0.1,0.03,0.1,15.999998976,30.268,97.6472961569285,EOS M250,https://doi.org/10.1088/2053-1591/ab4e2f,8.94,383.0,323.0,1354.13
886,CuCrZr,Archimedes method,Argon,NI,425.0,350.0,0.09,0.03,0.1,15.999998976,30.268,97.6435799317471,EOS M250,https://doi.org/10.1088/2053-1591/ab4e2f,8.94,383.0,323.0,1354.13
887,CuCrZr,Archimedes method,Argon,NI,425.0,400.0,0.08,0.03,0.1,15.999998976,30.268,96.6433580834001,EOS M250,https://doi.org/10.1088/2053-1591/ab4e2f,8.94,383.0,323.0,1354.13
888,CuCrZr,Archimedes method,Argon,Prismatic,400.0,400.1600640256102,0.07,0.03,0.07,3.999786666666667,34.0,89.3,Renishaw AM400,https://doi.org/10.1016/j.msea.2022.142740,8.94,383.0,323.0,1354.13
889,CuCrZr,Archimedes method,Argon,Prismatic,400.0,249.8282430828806,0.09,0.03,0.07,3.999786666666667,34.0,92.4,Renishaw AM400,https://doi.org/10.1016/j.msea.2022.142740,8.94,383.0,323.0,1354.13
890,CuCrZr,Archimedes method,Argon,Prismatic,400.0,199.930024491428,0.09,0.03,0.07,3.999786666666667,34.0,99.5,Renishaw AM400,https://doi.org/10.1016/j.msea.2022.142740,8.94,383.0,323.0,1354.13
891,CuCrZr,Archimedes method,Argon,Prismatic,350.0,100.0228623685414,0.09,0.03,0.07,3.999786666666667,34.0,95.4,Renishaw AM400,https://doi.org/10.1016/j.msea.2022.142740,8.94,383.0,323.0,1354.13
892,CuCrZr,Archimedes method,Argon,Prismatic,600.0,1000.0,0.12,0.05,0.15,0.9999507692307692,32.5,98.75,EOS M280,https://doi.org/10.1016/j.jallcom.2022.167425,8.94,383.0,323.0,1354.13
893,CuCrZr,Archimedes method,Argon,Prismatic,320.0,500.0,0.09,0.03,0.08,23.99881846153846,27.6,99.1296992481203, EOS M290,https://doi.org/10.1016/j.matchemphys.2022.127249,8.94,383.0,323.0,1354.13
894,CuCrZr,Archimedes method,Argon,Prismatic,320.0,600.0,0.09,0.03,0.08,23.99881846153846,27.6,98.9086466165413, EOS M290,https://doi.org/10.1016/j.matchemphys.2022.127249,8.94,383.0,323.0,1354.13
895,CuCrZr,Archimedes method,Argon,Prismatic,320.0,700.0,0.09,0.03,0.08,23.99881846153846,27.6,98.9988721804511, EOS M290,https://doi.org/10.1016/j.matchemphys.2022.127249,8.94,383.0,323.0,1354.13
896,CuCrZr,Archimedes method,Argon,Prismatic,320.0,800.0,0.09,0.03,0.08,23.99881846153846,27.6,98.91992481203, EOS M290,https://doi.org/10.1016/j.matchemphys.2022.127249,8.94,383.0,323.0,1354.13
897,CuCrZr,Archimedes method,Argon,Prismatic,320.0,900.0,0.09,0.03,0.08,23.99881846153846,27.6,98.6503759398496, EOS M290,https://doi.org/10.1016/j.matchemphys.2022.127249,8.94,383.0,323.0,1354.13
898,CuCrZr,Archimedes method,Argon,Prismatic,320.0,1000.0,0.09,0.03,0.08,23.99881846153846,27.6,98.4902255639097, EOS M290,https://doi.org/10.1016/j.matchemphys.2022.127249,8.94,383.0,323.0,1354.13
899,CuCrZr,Archimedes method,Argon,Prismatic,340.0,500.0,0.09,0.03,0.08,23.99881846153846,27.6,99.0090225563909, EOS M290,https://doi.org/10.1016/j.matchemphys.2022.127249,8.94,383.0,323.0,1354.13
900,CuCrZr,Archimedes method,Argon,Prismatic,340.0,600.0,0.09,0.03,0.08,23.99881846153846,27.6,99.1601503759398, EOS M290,https://doi.org/10.1016/j.matchemphys.2022.127249,8.94,383.0,323.0,1354.13
901,CuCrZr,Archimedes method,Argon,Prismatic,340.0,700.0,0.09,0.03,0.08,23.99881846153846,27.6,99.0890977443609, EOS M290,https://doi.org/10.1016/j.matchemphys.2022.127249,8.94,383.0,323.0,1354.13
902,CuCrZr,Archimedes method,Argon,Prismatic,340.0,800.0,0.09,0.03,0.08,23.99881846153846,27.6,98.8601503759398, EOS M290,https://doi.org/10.1016/j.matchemphys.2022.127249,8.94,383.0,323.0,1354.13
903,CuCrZr,Archimedes method,Argon,Prismatic,340.0,900.0,0.09,0.03,0.08,23.99881846153846,27.6,98.8906015037594, EOS M290,https://doi.org/10.1016/j.matchemphys.2022.127249,8.94,383.0,323.0,1354.13
904,CuCrZr,Archimedes method,Argon,Prismatic,340.0,1000.0,0.09,0.03,0.08,23.99881846153846,27.6,98.6695488721804, EOS M290,https://doi.org/10.1016/j.matchemphys.2022.127249,8.94,383.0,323.0,1354.13
905,CuCrZr,Archimedes method,Argon,Prismatic,355.0,500.0,0.09,0.03,0.08,23.99881846153846,27.6,99.2097744360902, EOS M290,https://doi.org/10.1016/j.matchemphys.2022.127249,8.94,383.0,323.0,1354.13
906,CuCrZr,Archimedes method,Argon,Prismatic,355.0,600.0,0.09,0.03,0.08,23.99881846153846,27.6,98.9796992481203, EOS M290,https://doi.org/10.1016/j.matchemphys.2022.127249,8.94,383.0,323.0,1354.13
907,CuCrZr,Archimedes method,Argon,Prismatic,355.0,700.0,0.09,0.03,0.08,23.99881846153846,27.6,99.1206766917293, EOS M290,https://doi.org/10.1016/j.matchemphys.2022.127249,8.94,383.0,323.0,1354.13
908,CuCrZr,Archimedes method,Argon,Prismatic,355.0,800.0,0.09,0.03,0.08,23.99881846153846,27.6,98.9808270676691, EOS M290,https://doi.org/10.1016/j.matchemphys.2022.127249,8.94,383.0,323.0,1354.13
909,CuCrZr,Archimedes method,Argon,Prismatic,355.0,900.0,0.09,0.03,0.08,23.99881846153846,27.6,99.0, EOS M290,https://doi.org/10.1016/j.matchemphys.2022.127249,8.94,383.0,323.0,1354.13
910,CuCrZr,Archimedes method,Argon,Prismatic,355.0,1000.0,0.09,0.03,0.08,23.99881846153846,27.6,98.7, EOS M290,https://doi.org/10.1016/j.matchemphys.2022.127249,8.94,383.0,323.0,1354.13
911,CuCrZr,Archimedes method,Argon,Prismatic,370.0,500.0,0.09,0.03,0.08,23.99881846153846,27.6,99.2097744360902, EOS M290,https://doi.org/10.1016/j.matchemphys.2022.127249,8.94,383.0,323.0,1354.13
912,CuCrZr,Archimedes method,Argon,Prismatic,370.0,600.0,0.09,0.03,0.08,23.99881846153846,27.6,99.1296992481203, EOS M290,https://doi.org/10.1016/j.matchemphys.2022.127249,8.94,383.0,323.0,1354.13
913,CuCrZr,Archimedes method,Argon,Prismatic,370.0,700.0,0.09,0.03,0.08,23.99881846153846,27.6,99.078947368421, EOS M290,https://doi.org/10.1016/j.matchemphys.2022.127249,8.94,383.0,323.0,1354.13
914,CuCrZr,Archimedes method,Argon,Prismatic,370.0,800.0,0.09,0.03,0.08,23.99881846153846,27.6,99.2593984962406, EOS M290,https://doi.org/10.1016/j.matchemphys.2022.127249,8.94,383.0,323.0,1354.13
915,CuCrZr,Archimedes method,Argon,Prismatic,370.0,900.0,0.09,0.03,0.08,23.99881846153846,27.6,99.1003759398496, EOS M290,https://doi.org/10.1016/j.matchemphys.2022.127249,8.94,383.0,323.0,1354.13
916,CuCrZr,Archimedes method,Argon,Prismatic,370.0,1000.0,0.09,0.03,0.08,23.99881846153846,27.6,98.7902255639097, EOS M290,https://doi.org/10.1016/j.matchemphys.2022.127249,8.94,383.0,323.0,1354.13
917,CuCrZr,Archimedes method,Argon,Prismatic,380.0,700.0,0.06,0.03,0.07,15.99742460532076,30.268,88.2527592561568,EP-M250,https://doi.org/10.3390/ma13215028,8.94,383.0,323.0,1354.13
918,CuCrZr,Archimedes method,Argon,Prismatic,380.0,800.0,0.06,0.03,0.07,15.99742460532076,30.268,86.147914223488,EP-M250,https://doi.org/10.3390/ma13215028,8.94,383.0,323.0,1354.13
